providers,urc_code,urc_cat,metric,rank,n_tracts,n_counties,n_missing,pop,mean,pop_weighted_mean,sd,p025,p250,median,p750,p975,min,max
All,1,Large central metro (1),driving_time,7,22670,68,0,98871617,7.703558447287164,8.140377239809885,5.802007235715966,1.97,4.44,6.68,9.52,19.738249999999937,0.39,196.55
All,2,Large fringe metro (2),driving_time,7,16595,368,0,79764236,14.216704429044894,14.249686538839287,11.235718225334955,3.42,7.2,10.67,17.42,43.922999999999995,1.1,215.52
All,3,Medium metro (3),driving_time,7,14951,372,0,66861232,15.736955387599492,15.799499897040485,16.015096369353568,3.23,7.28,11.66,19.795,49.36,0.84,1211.4
All,4,Small metro (4),driving_time,7,6646,357,0,29304468,21.477527836292506,20.973384137872767,18.379971279660264,3.81,8.74,15.76,28.697499999999998,67.245,1.31,293.78
All,56,Rural (5-6),driving_time,7,12145,1965,0,46016458,54.60984108686702,50.6026692102204,40.822769039892776,7.658,32.26,46.92,66.86,144.93399999999997,1.79,945.82
All,5,Micropolitan (5),driving_time,7,6653,641,0,27214881,43.983581842777696,42.513358608476004,29.444552561005953,6.243,25.55,38.73,55.6,123.79799999999994,1.79,530.79
All,6,Non-core (6),driving_time,7,5492,1324,0,18801577,67.48247450837582,62.31177347304431,48.299258746487034,21.1065,42.6,57.65,79.49,167.56574999999984,2.36,945.82
All,99,All,driving_time,8,73007,3130,0,320818011,20.981634911720793,19.555674270981,26.64691084656031,2.78,6.9,11.35,25.035,87.80849999999991,0.63,1211.74
All,1234,Urban (1-4),driving_time,8,60862,1165,0,274801553,13.633273635437547,13.82867764120678,13.423840113861672,2.65,6.3,9.67,16.14,47.61,0.63,1211.74
All,1,Large central metro (1),driving_time,8,22670,68,0,98871617,8.066079400088222,8.519585703953846,5.95172104685016,2.12,4.7,7.03,9.97,20.5,0.63,196.7
All,2,Large fringe metro (2),driving_time,8,16595,368,0,79764236,14.87105031636035,14.897855455921373,11.53460458953057,3.6885000000000003,7.62,11.27,18.16,45.545999999999985,1.46,215.79
All,3,Medium metro (3),driving_time,8,14951,372,0,66861232,16.496198247608856,16.572930010921727,16.397214165273088,3.46,7.705,12.31,20.82,50.915,0.9,1211.74
All,4,Small metro (4),driving_time,8,6646,357,0,29304468,23.09216671682215,22.569742612628218,19.363579632715574,4.1812499999999995,9.55,17.12,30.535,70.17625000000001,1.33,294.32
All,56,Rural (5-6),driving_time,8,12145,1965,0,46016458,57.80633347056402,53.756211128635755,41.69852095859249,9.13,34.7,49.96,70.56,150.12599999999998,1.81,945.82
All,5,Micropolitan (5),driving_time,8,6653,641,0,27214881,47.495771832256125,45.96781155170218,30.374355443452256,7.106,28.64,41.76,59.87,127.004,1.81,538.12
All,6,Non-core (6),driving_time,8,5492,1324,0,18801577,70.29653131828114,65.02975311219905,49.42649149222914,23.52275,44.5675,59.86,82.39500000000001,172.9377499999999,2.82,945.82
All,99,All,driving_time,9,72989,3129,0,320746918,22.101510638589374,20.588632632067878,28.11007850112991,2.94,7.29,11.96,26.59,92.55900000000008,0.65,1211.79
All,1234,Urban (1-4),driving_time,9,60861,1165,0,274801553,14.33666880268152,14.531013466324916,13.897236348311099,2.79,6.64,10.16,17.05,49.655,0.65,1211.79
All,1,Large central metro (1),driving_time,9,22670,68,0,98871617,8.407751213056903,8.877799137946736,6.067313829023935,2.23,4.94,7.38,10.38,21.14,0.65,197.55
All,2,Large fringe metro (2),driving_time,9,16595,368,0,79764236,15.492279602289846,15.521798537128847,11.795111596197374,3.95,8.02,11.85,18.93,46.7315,1.48,216.14
All,3,Medium metro (3),driving_time,9,14950,372,0,66861232,17.419320401337792,17.475753899658923,16.868108586614085,3.69,8.12,12.97,22.17,53.810999999999986,1.06,1211.79
All,4,Small metro (4),driving_time,9,6646,357,0,29304468,24.74075534155883,24.18907156137419,20.07115393586674,4.56,10.4225,19.21,32.51,76.26375000000002,1.33,295.06
All,56,Rural (5-6),driving_time,9,12128,1964,0,45945365,61.067213060686015,56.81955939102889,44.33392653698717,10.841750000000001,36.51,52.42,74.0625,157.82649999999998,2.05,945.83
All,5,Micropolitan (5),driving_time,9,6636,640,0,27143788,50.82472573839662,49.16057775429133,33.15773330173891,7.918749999999999,30.76,43.795,63.14,133.36625,2.05,540.15
All,6,Non-core (6),driving_time,9,5492,1324,0,18801577,73.44324107793153,67.87681133555978,52.27211974593481,25.525499999999997,46.59,62.57,85.6325,179.0937499999998,3.3,945.83
All,99,All,driving_time,10,72989,3129,0,320746918,23.174949238926413,21.59606604491208,29.35659439141915,3.09,7.64,12.58,27.98,96.56,0.76,1211.96
All,1234,Urban (1-4),driving_time,10,60861,1165,0,274801553,15.0437071359327,15.248143849500007,14.491641465889188,2.94,6.97,10.67,17.9,52.1,0.76,1211.96
All,1,Large central metro (1),driving_time,10,22670,68,0,98871617,8.73312880458756,9.22080098032583,6.194954472005827,2.34,5.17,7.7,10.8,21.685499999999955,0.76,199.07
All,2,Large fringe metro (2),driving_time,10,16595,368,0,79764236,16.09139981922266,16.13041765597805,12.024477978314493,4.1785,8.4,12.45,19.634999999999998,48.14,1.51,218.38
All,3,Medium metro (3),driving_time,10,14950,372,0,66861232,18.326747826086958,18.3907105753002,17.635551406981197,3.95725,8.53,13.56,23.1775,58.10825,1.11,1211.96
All,4,Small metro (4),driving_time,10,6646,357,0,29304468,26.568367439061088,26.012487247337162,20.882017528010493,4.9312499999999995,11.5,20.994999999999997,35.06,82.06375,1.98,295.53
All,56,Rural (5-6),driving_time,10,12128,1964,0,45945365,63.979329650395776,59.563309914286236,46.217219683835076,13.4,38.38,54.525000000000006,77.255,165.48799999999972,2.06,947.48
All,5,Micropolitan (5),driving_time,10,6636,640,0,27143788,53.94321579264617,52.14218342848831,35.37763894635972,9.6,32.85,46.08,66.32499999999999,141.9775,2.06,540.15
All,6,Non-core (6),driving_time,10,5492,1324,0,18801577,76.10599599417334,70.27717099368846,54.18794004316157,27.041,47.98,64.46000000000001,88.265,183.82299999999987,3.61,947.48
All,99,All,driving_time,11,72989,3129,0,320746918,24.255766348353863,22.662103480320894,30.274350136792698,3.26,7.98,13.2,29.79,100.20600000000006,0.82,1212.32
All,1234,Urban (1-4),driving_time,11,60861,1165,0,274801553,15.816233384269072,16.060633542889768,15.089059363118157,3.1,7.31,11.14,18.9,54.525000000000006,0.82,1212.32
All,1,Large central metro (1),driving_time,11,22670,68,0,98871617,9.053803705337451,9.559646122000816,6.3180074909514605,2.46,5.4,8,11.18,22.412749999999978,0.82,200.38
All,2,Large fringe metro (2),driving_time,11,16595,368,0,79764236,16.72281048508587,16.771579358197577,12.340101016647276,4.448500000000001,8.78,13.03,20.38,49.592999999999996,1.61,220.04
All,3,Medium metro (3),driving_time,11,14950,372,0,66861232,19.320468227424747,19.51883073048968,18.161581291115766,4.21725,8.96,14.25,24.6,59.91374999999998,1.19,1212.32
All,4,Small metro (4),driving_time,11,6646,357,0,29304468,28.73698615708697,28.169222722623733,21.774292055359073,5.42,12.6225,23.605,37.64,86.96375,2.24,297.09
All,56,Rural (5-6),driving_time,11,12128,1964,0,45945365,66.60721883245382,62.145829224775994,47.14261431686426,15.691749999999999,40.21,56.65,80.3,170.52299999999994,2.07,947.64
All,5,Micropolitan (5),driving_time,11,6636,640,0,27143788,56.74603676913804,54.93914014064655,36.26263901870503,11.238750000000001,34.6875,48.345,70,148.05374999999998,2.07,541.06
All,6,Non-core (6),driving_time,11,5492,1324,0,18801577,78.52251456664239,72.55010758299689,55.31560229593306,28.18,49.647499999999994,66.445,90.52,189.66899999999998,3.84,947.64
All,99,All,driving_time,12,72989,3129,0,320746918,25.40137965994876,23.749694506246197,31.723682861464738,3.41,8.34,13.75,31.31,104.05,0.83,1212.44
All,1234,Urban (1-4),driving_time,12,60861,1165,0,274801553,16.63940848819441,16.888126125218804,16.595788552472268,3.24,7.62,11.62,19.7,57.85,0.83,1212.44
All,1,Large central metro (1),driving_time,12,22670,68,0,98871617,9.36040361711513,9.880251845279318,6.437076297834679,2.58,5.62,8.3,11.54,22.91,0.83,212.02
All,2,Large fringe metro (2),driving_time,12,16595,368,0,79764236,17.310664055438384,17.361825616558278,12.620671180403912,4.6285,9.12,13.52,21.2,50.87,1.86,220.45
All,3,Medium metro (3),driving_time,12,14950,372,0,66861232,20.04430702341137,20.23464691362552,18.67727646425462,4.42725,9.37,14.83,25.4,61.44649999999997,1.21,1212.44
All,4,Small metro (4),driving_time,12,6646,357,0,29304468,32.13328769184472,31.607488406204812,27.396276336762096,5.84125,13.912500000000001,26.075,42.0675,92.05875,2.41,339.98
All,56,Rural (5-6),driving_time,12,12128,1964,0,45945365,69.37089874670184,64.78908220339527,48.53995318735211,18.057000000000002,41.95,58.955,83.5975,177.4859999999999,2.26,948.01
All,5,Micropolitan (5),driving_time,12,6636,640,0,27143788,59.6471262808921,57.777798678283226,37.56987172758854,14.53625,36.2975,50.635000000000005,73.7525,155.4675,2.26,550.82
All,6,Non-core (6),driving_time,12,5492,1324,0,18801577,81.12016205389658,74.91125406235871,56.97065120479948,29.121000000000002,51.627500000000005,68.49000000000001,93.7025,194.2499999999998,3.88,948.01
All,99,All,driving_time,13,72988,3129,0,320746918,26.470444867649476,24.745678761658436,33.53581426196537,3.56,8.66,14.3,32.5925,109.48574999999968,0.85,1213.8
All,1234,Urban (1-4),driving_time,13,60861,1165,0,274801553,17.38947634774322,17.635801142943322,17.840142190532823,3.37,7.92,12.06,20.48,60.705,0.85,1213.8
All,1,Large central metro (1),driving_time,13,22670,68,0,98871617,9.668676665196294,10.20689759438242,6.566836183494124,2.67,5.83,8.58,11.9375,23.61,0.85,219.38
All,2,Large fringe metro (2),driving_time,13,16595,368,0,79764236,17.92028020488099,17.99083901424192,12.978323960687502,4.8585,9.46,14.04,22.005000000000003,52.3015,1.86,220.45
All,3,Medium metro (3),driving_time,13,14950,372,0,66861232,20.9249237458194,21.071790165637392,19.77380692992402,4.67,9.77,15.34,26.08,65.56299999999996,1.3,1213.8
All,4,Small metro (4),driving_time,13,6646,357,0,29304468,34.447390911826666,33.894547851201395,30.731042587813338,6.24125,15.3125,28.395,44.17,96.83375,2.53,427.97
All,56,Rural (5-6),driving_time,13,12127,1964,0,45945365,72.04452131607158,67.2702165744031,51.777222980867215,19.989,43.53,60.83,86.285,184.1185,2.6,1209.76
All,5,Micropolitan (5),driving_time,13,6635,640,0,27143788,62.13803918613414,60.14369793081202,39.59484842647916,15.985500000000002,37.705,52.5,75.71,162.77799999999996,2.6,569.03
All,6,Non-core (6),driving_time,13,5492,1324,0,18801577,84.01274945375091,77.55875307534043,61.354349548949024,30.335500000000003,53.197500000000005,70.57499999999999,97.15,200.1232499999997,4.98,1209.76
All,99,All,driving_time,14,72987,3129,0,320745890,27.54663762039815,25.77028549363485,35.29752538707089,3.7,9,14.88,34.04,113.77349999999991,0.85,1419.19
All,1234,Urban (1-4),driving_time,14,60861,1165,0,274801553,18.10596161745617,18.351632656275417,18.47418335306616,3.51,8.24,12.51,21.41,62.98,0.85,1214.37
All,1,Large central metro (1),driving_time,14,22670,68,0,98871617,9.976793559770622,10.532174152163407,6.69374537060528,2.78,6.04,8.88,12.29,24.198249999999938,0.85,226.16
All,2,Large fringe metro (2),driving_time,14,16595,368,0,79764236,18.49802892437481,18.56733189119996,13.259033014053719,5.06,9.77,14.56,22.705,53.48049999999997,2.06,221.75
All,3,Medium metro (3),driving_time,14,14950,372,0,66861232,21.63689364548495,21.77449150353676,20.41063276163864,4.84,10.1525,15.93,26.9,66.68275,1.33,1214.37
All,4,Small metro (4),driving_time,14,6646,357,0,29304468,36.91343213963286,36.33731532406594,31.450342284286513,6.76,17.1325,30.655,48.41,102.105,2.53,430.25
All,56,Rural (5-6),driving_time,14,12126,1964,0,45944337,74.92986227939964,70.14261631808942,55.623092499332316,21.93125,45.1125,62.82,89.385,191.47,3.36,1419.19
All,5,Micropolitan (5),driving_time,14,6635,640,0,27143788,65.17908967596081,63.31528704026129,43.056230811726174,17.811,39.364999999999995,54.47,78.61,169.15849999999986,3.36,569.45
All,6,Non-core (6),driving_time,14,5491,1324,0,18800549,86.7121198324531,79.99975285828089,65.8728767712566,31.6475,55.04,72.43,99.63,210.38,5.96,1419.19
All,99,All,driving_time,15,72987,3129,0,320745890,28.61125008563169,26.779374567823766,36.37346669518042,3.85,9.31,15.45,35.56,118.1,0.87,1423.86
All,1234,Urban (1-4),driving_time,15,60861,1165,0,274801553,18.919358866926274,19.162056116618817,19.37614190746586,3.65,8.53,12.96,22.41,66.63,0.87,1215.16
All,1,Large central metro (1),driving_time,15,22670,68,0,98871617,10.291587119541244,10.862687912851674,6.830298806457688,2.91,6.27,9.17,12.69,24.79099999999991,0.87,231.3
All,2,Large fringe metro (2),driving_time,15,16595,368,0,79764236,19.107465501657124,19.166835378702807,13.661567953707893,5.31,10.14,15.05,23.545,55.02599999999999,2.08,221.75
All,3,Medium metro (3),driving_time,15,14950,372,0,66861232,22.58966287625418,22.731024755571358,21.45812678865527,5.11,10.55,16.5,28.235,68.67474999999996,1.41,1215.16
All,4,Small metro (4),driving_time,15,6646,357,0,29304468,39.62337797171231,39.00766805628411,32.62453960931894,7.03125,19.13,32.82,51.19500000000001,106.88875000000002,2.54,430.44
All,56,Rural (5-6),driving_time,15,12126,1964,0,45944337,77.2553364670955,72.33996106810727,56.934528969071835,23.474999999999998,46.43,64.74,91.7825,196.91375,3.5,1423.86
All,5,Micropolitan (5),driving_time,15,6635,640,0,27143788,67.3392313489073,65.42992571375815,44.678957152016444,19.747,40.405,56.12,81.205,177.11849999999993,3.5,603.36
All,6,Non-core (6),driving_time,15,5491,1324,0,18800549,89.23737206337644,82.31650668552285,66.96664140789314,33.052499999999995,56.485,74.53,102.28,214.62,11.15,1423.86
All,99,All,driving_time,16,72953,3128,0,320588690,29.733115841706304,27.862460895392157,37.590928294878594,4.02,9.67,16,37.18,123.22799999999988,0.97,1440.86
All,1234,Urban (1-4),driving_time,16,60827,1164,0,274644353,19.716610715636147,19.988320322682913,20.269569054768205,3.81,8.84,13.44,23.26,69.72049999999996,0.97,1215.56
All,1,Large central metro (1),driving_time,16,22670,68,0,98871617,10.627306572562858,11.219884282462983,6.96799840110016,3.04,6.48,9.495000000000001,13.09,25.48,0.97,231.34
All,2,Large fringe metro (2),driving_time,16,16595,368,0,79764236,19.748269960831575,19.80580079598581,14.005729226029647,5.56,10.48,15.53,24.38,56.5115,2.31,222.06
All,3,Medium metro (3),driving_time,16,14950,372,0,66861232,23.518134448160534,23.73633037811807,22.380760149644054,5.30725,10.98,17.13,29.08,72.15374999999997,1.57,1215.56
All,4,Small metro (4),driving_time,16,6612,356,0,29147268,42.20547338173019,41.63396514280515,34.1592080473357,7.53275,20.7175,35.105000000000004,53.7725,117.42624999999998,3.58,430.47
All,56,Rural (5-6),driving_time,16,12126,1964,0,45944337,79.97837044367475,74.93220624883541,58.41920673287995,25.0925,48.235,66.715,95.32,203.41875,3.53,1440.86
All,5,Micropolitan (5),driving_time,16,6635,640,0,27143788,69.7596277317257,67.81551084395443,45.41814863213173,21.0485,42.18,58.18,84.24000000000001,181.29299999999984,3.53,608.02
All,6,Non-core (6),driving_time,16,5491,1324,0,18800549,92.32609542888363,85.20712275955346,69.03648375431328,34.805,58.28,76.42,105.755,228.41000000000003,11.47,1440.86
All,99,All,driving_time,17,72952,3128,0,320582380,30.9595954874438,29.012323973731807,39.24447133507076,4.17,10.04,16.68,38.78,127.76224999999991,1.14,1622.4
All,1234,Urban (1-4),driving_time,17,60827,1164,0,274644353,20.57925789534253,20.855726539514905,21.16666770916153,3.97,9.16,13.96,24.175,73.09349999999998,1.14,1216.99
All,1,Large central metro (1),driving_time,17,22670,68,0,98871617,10.986518747243052,11.596230829723357,7.149806383288999,3.18,6.72,9.82,13.54,26.10274999999998,1.14,233.33
All,2,Large fringe metro (2),driving_time,17,16595,368,0,79764236,20.473303404639953,20.524270676146138,14.599191781374744,5.8084999999999996,10.88,16.06,25.31,58.57299999999999,2.31,236.44
All,3,Medium metro (3),driving_time,17,14950,372,0,66861232,24.552465551839465,24.756227694996703,23.448150439113586,5.51725,11.44,17.865000000000002,29.9,75.06374999999997,1.57,1216.99
All,4,Small metro (4),driving_time,17,6612,356,0,29147268,44.75140804597701,44.22489185778921,35.11392298093509,8.125499999999999,23.1675,37.22,56.475,119.63424999999994,3.96,431.39
All,56,Rural (5-6),driving_time,17,12125,1964,0,45938027,83.03421773195876,77.77722685042612,61.37367833488911,26.72,50.01,69.17,98.72,211.63599999999997,3.53,1622.4
All,5,Micropolitan (5),driving_time,17,6634,640,0,27137478,72.70348055471811,70.64347168959473,47.954340553474275,22.652500000000003,43.852500000000006,60.335,86.7875,186.7005000000001,3.53,715.66
All,6,Non-core (6),driving_time,17,5491,1324,0,18800549,95.51538881806593,88.07437954178891,72.49276056418202,35.655,60.195,78.92,109.33,236.745,11.79,1622.4
All,99,All,driving_time,18,72952,3128,0,320582380,32.412871202982785,30.384268622561226,40.834242172127475,4.36,10.44,17.46,41.27,132.19224999999992,1.2,1670.53
All,1234,Urban (1-4),driving_time,18,60827,1164,0,274644353,21.660780245614614,21.93437418820696,22.074602517054654,4.16,9.54,14.56,25.53,76.72049999999996,1.2,1217.74
All,1,Large central metro (1),driving_time,18,22670,68,0,98871617,11.406841640935157,12.03691975756804,7.359775528779668,3.38,7.0024999999999995,10.21,14.04,27.03274999999998,1.2,241.25
All,2,Large fringe metro (2),driving_time,18,16595,368,0,79764236,21.276723711961434,21.315459727840935,15.161337016273361,6.12,11.32,16.74,26.2,60.34,2.5,236.63
All,3,Medium metro (3),driving_time,18,14950,372,0,66861232,25.735764548494984,25.889630238790694,24.20962092671339,5.76,11.89,18.59,31.48,79.10274999999999,1.62,1217.74
All,4,Small metro (4),driving_time,18,6612,356,0,29147268,48.567796430732,48.12863947591932,35.67634684812998,8.73275,26.5775,41.585,61.89,122.87249999999995,4.09,431.5
