providers,urc_code,urc_cat,metric,rank,n_tracts,n_counties,n_missing,pop,mean,pop_weighted_mean,sd,p025,p250,median,p750,p975,min,max
All,99,All,driving_time,17,72977,3129,0,320704272,32.13155733998383,30.176375627044965,40.82327212947021,4.22,10.15,17.09,40.34,134.4979999999997,1.19,1479.4
All,1234,Urban (1-4),driving_time,17,60848,1164,0,274745644,21.30530945963713,21.629144068467927,22.08031201263529,4.01,9.28,14.18,25.05,76.30824999999997,1.19,616.04
All,1,Large central metro (1),driving_time,17,22671,68,0,98876565,11.224507961713202,11.857856953667433,7.876476845257805,3.19,6.75,9.89,13.69,27.5,1.19,255.28
All,2,Large fringe metro (2),driving_time,17,16595,368,0,79764236,21.12242181379934,21.204142910113248,15.86110988916579,5.9285,11,16.3,26.02,61.21599999999999,2.03,273.04
All,3,Medium metro (3),driving_time,17,14970,372,0,66957575,25.58288109552438,25.886715341169392,23.51318334716788,5.59,11.63,18.405,31.36,78.72099999999999,1.55,616.04
All,4,Small metro (4),driving_time,17,6612,356,0,29147268,46.644333030853,46.158871877803435,36.86533483385773,8.33275,24.0475,38.665,58.895,125.52,3.94,498.54
All,56,Rural (5-6),driving_time,17,12129,1965,0,45958628,86.4439929095556,81.27264941003025,63.58981553806543,28.08,51.57,71.57,102.64,221.45999999999992,3.63,1479.4
All,5,Micropolitan (5),driving_time,17,6635,640,0,27143788,75.78791710625471,73.93136390911984,50.41052660313068,23.647,44.99,62.31,91.82,199.3315,3.63,749
All,6,Non-core (6),driving_time,17,5494,1325,0,18814840,99.3131343283582,91.86377308071714,74.53942377402811,35.99475,61.775,81.28,113.975,243.84050000000002,12.42,1479.4
All,99,All,driving_time,18,72977,3129,0,320704272,33.612143826137,31.56866618914263,42.57695281763572,4.41,10.56,17.85,42.78,139.98599999999993,1.3,1692.81
All,1234,Urban (1-4),driving_time,18,60848,1164,0,274745644,22.397525801998423,22.71860227414561,23.036526478722138,4.19,9.65,14.79,26.4225,80.31774999999979,1.3,616.14
All,1,Large central metro (1),driving_time,18,22671,68,0,98876565,11.653337303162631,12.30691641452148,8.116146373106977,3.35,7.04,10.28,14.19,28.3125,1.3,263.19
All,2,Large fringe metro (2),driving_time,18,16595,368,0,79764236,21.94565049713769,22.021232626988365,16.48624181798991,6.25,11.43,16.95,27.015,63.945999999999984,2.45,273.24
All,3,Medium metro (3),driving_time,18,14970,372,0,66957575,26.764901803607213,27.018508625797754,24.273127802625208,5.86,12.1,19.25,32.917500000000004,82.48324999999998,1.59,616.14
All,4,Small metro (4),driving_time,18,6612,356,0,29147268,50.48293859649123,50.06887018742202,37.599020501896355,8.9455,27.5375,43.08,63.93,130.47524999999996,4.06,498.65
All,56,Rural (5-6),driving_time,18,12129,1965,0,45958628,89.87293016736747,84.47530451975199,66.69987951906661,29.212,53.7,74.28,106.31,234.0899999999998,4.25,1692.81
All,5,Micropolitan (5),driving_time,18,6635,640,0,27143788,79.00999246420497,76.97362835577702,52.38162312804399,25.0085,47.065,65.04,95.095,211.41899999999984,4.25,756.11
