providers,urc_code,urc_cat,metric,new_rank,n_tracts,n_counties,n_missing,pop,mean,pop_weighted_mean,sd,p025,p250,median,p750,p975,min,max
All,5,Micropolitan (5),driving_time,12,6654,641,18,27214881,53.05015973477999,51.575532451108145,36.70396854130815,7.0874999999999995,30.875,45.2,65.685,150.6225,1.05,540.15
All,6,Non-core (6),driving_time,12,5512,1335,17,18878451,76.48202183803458,70.90864872351358,53.19784032891038,25.3585,47.74,64.63,89.4,191.30099999999993,2.63,966.1
All,99,All,driving_time,13,73056,3142,44,321004407,23.863086341971183,22.35807198673754,30.69033399272755,2.71,7.29,12.48,29.102500000000003,104.00449999999982,0.05,966.1
All,1234,Urban (1-4),driving_time,13,60890,1166,9,274911075,15.505947996912008,15.817676448184232,15.764392040332654,2.56,6.62,10.5,18.24,56.63,0.05,572.74
All,1,Large central metro (1),driving_time,13,22671,68,0,98876565,8.678498081249172,9.206374116252926,6.943519412606629,1.9774999999999998,4.86,7.39,10.69,23.2025,0.05,218.65
All,2,Large fringe metro (2),driving_time,13,16595,368,0,79764236,16.39769749924676,16.538646580154044,12.994939301828406,3.63,8.21,12.42,20.13,51.00149999999999,0.41,216.63
All,3,Medium metro (3),driving_time,13,14971,372,1,66957575,19.311911155644623,19.581354901069822,18.317011075607468,3.35,8.12,13.49,24.64,63.985499999999995,0.38,572.74
All,4,Small metro (4),driving_time,13,6653,358,8,29312699,27.998237772761474,27.564215401963022,24.19179660686819,4.191000000000001,11.01,21.18,37.42,90.85999999999989,0.41,408.56
All,56,Rural (5-6),driving_time,13,12166,1976,35,46093332,65.80447118951447,61.47830355562279,48.08597198890011,10.46,38.31,55.5,79.815,179.0775,1.05,966.1
All,5,Micropolitan (5),driving_time,13,6654,641,18,27214881,55.29286015672091,53.68297829286023,38.59979314092388,7.6425,32.12,46.51,68.11749999999999,155.625,1.05,540.15
All,6,Non-core (6),driving_time,13,5512,1335,17,18878451,78.49874795268425,72.72384674945637,54.87387629096893,26.8035,48.945,66.25,91.69,194.17549999999954,2.63,966.1
All,99,All,driving_time,14,73056,3142,44,321004407,24.53375020544568,22.992580775803418,31.334569296915376,2.8,7.5,12.88,29.95,106.67449999999982,0.24,966.1
All,1234,Urban (1-4),driving_time,14,60890,1166,9,274911075,15.947821323565645,16.262655365563027,16.144724609212105,2.63,6.83,10.8,18.82,57.91,0.24,572.74
All,1,Large central metro (1),driving_time,14,22671,68,0,98876565,8.895469542587447,9.43539902139602,7.029297725219803,2.0575,5,7.58,10.95,23.5025,0.24,219.49
All,2,Large fringe metro (2),driving_time,14,16595,368,0,79764236,16.818592347092498,16.975697964561462,13.203614578456785,3.75,8.42,12.77,20.685000000000002,52.14,0.51,216.63
All,3,Medium metro (3),driving_time,14,14971,372,1,66957575,19.82238810955244,20.075328514958912,18.844277922042334,3.4822500000000005,8.34,13.9,25.08,65.17974999999997,0.38,572.74
All,4,Small metro (4),driving_time,14,6653,358,8,29312699,29.105256583897667,28.64754759427622,24.611961493106524,4.37,11.72,22.59,38.54,93.52999999999997,0.41,408.63
All,56,Rural (5-6),driving_time,14,12166,1976,35,46093332,67.62335009479845,63.246452110955744,48.73156232700066,11.28,39.7,57.07,81.7,184.44,1.23,966.1
All,5,Micropolitan (5),driving_time,14,6654,641,18,27214881,57.16417721518987,55.51767734333911,39.64592766068796,7.858750000000001,33.2375,47.99,69.75,162.71624999999997,1.23,541.06
All,6,Non-core (6),driving_time,14,5512,1335,17,18878451,80.25430027297543,74.39598950098927,55.25595445840814,27.557000000000002,50.56,67.72,93.16499999999999,201.24049999999957,2.63,966.1
All,99,All,driving_time,15,73056,3142,44,321004407,25.193378074837014,23.625815760919032,32.02260492085358,2.89,7.73,13.24,30.8925,109.54,0.24,966.24
All,1234,Urban (1-4),driving_time,15,60890,1166,9,274911075,16.399870402917166,16.726759849097075,16.47083607829985,2.72,7.02,11.09,19.42,59.54,0.24,572.74
All,1,Large central metro (1),driving_time,15,22671,68,0,98876565,9.097560760442857,9.64996230471801,7.1088657660340315,2.13,5.11,7.78,11.2,24.0625,0.24,221.01
All,2,Large fringe metro (2),driving_time,15,16595,368,0,79764236,17.25888942452546,17.44692375816149,13.435101169671968,3.88,8.665,13.11,21.21,53.27,0.51,216.63
All,3,Medium metro (3),driving_time,15,14971,372,1,66957575,20.279061456245824,20.525438174694948,19.0689883852861,3.61,8.58,14.29,25.83,66.75299999999996,0.38,572.74
All,4,Small metro (4),driving_time,15,6653,358,8,29312699,30.429027840481567,29.966318601944316,25.075890939901594,4.642,12.38,23.86,40.42,94.77699999999999,0.41,408.63
All,56,Rural (5-6),driving_time,15,12166,1976,35,46093332,69.32473909817823,64.8913115992426,49.747225499197775,12.2925,40.63,58.62,83.34,187.0375,1.23,966.24
All,5,Micropolitan (5),driving_time,15,6654,641,18,27214881,58.95177064496685,57.25016915546202,41.455910803064846,8.71,34.087500000000006,49.245000000000005,71.355,173.11125,1.23,550.82
All,6,Non-core (6),driving_time,15,5512,1335,17,18878451,81.85158507734305,75.9144305205585,55.691680946004404,28.0545,51.925,69.15,94.94,203.33149999999995,2.63,966.24
All,99,All,driving_time,16,73056,3142,44,321004407,25.858884977811865,24.24848212295996,32.89513243161224,2.97,7.96,13.67,31.64,112.26624999999957,0.24,966.24
All,1234,Urban (1-4),driving_time,16,60890,1166,9,274911075,16.818125852072075,17.148302983778724,16.792683401428913,2.81,7.23,11.4,19.97,60.99,0.24,572.74
All,1,Large central metro (1),driving_time,16,22671,68,0,98876565,9.306821048917119,9.86982151908291,7.181331594267752,2.19,5.27,7.99,11.47,24.474999999999998,0.24,222.33
All,2,Large fringe metro (2),driving_time,16,16595,368,0,79764236,17.66593371497439,17.864966588284002,13.67708650362414,4,8.9,13.46,21.8,53.82299999999999,0.51,216.63
All,3,Medium metro (3),driving_time,16,14971,372,1,66957575,20.70862458249833,20.941245461174482,19.32735498639865,3.7322500000000005,8.8325,14.7,26.17,67.35749999999996,0.38,572.74
All,4,Small metro (4),driving_time,16,6653,358,8,29312699,31.562844243792323,31.091076115314475,25.560162704215188,4.801,13.3,24.83,42.03,97.59599999999998,0.41,408.63
All,56,Rural (5-6),driving_time,16,12166,1976,35,46093332,71.23110955403511,66.7169613560641,51.271685368242316,13.927499999999998,41.845,60.21,85.22,191.78,1.23,966.24
All,5,Micropolitan (5),driving_time,16,6654,641,18,27214881,60.89153405666064,59.22095336251521,42.78228801929936,10.26875,35.275,50.93,73.7125,177.57125,1.23,569.03
All,6,Non-core (6),driving_time,16,5512,1335,17,18878451,83.7176287534122,77.53070918971157,57.519394875631946,29.183500000000002,53.175,70.65,97.41499999999999,207.0095,2.63,966.24
All,99,All,driving_time,17,73056,3142,44,321004407,26.634820166547964,24.996388281402986,33.803800949652825,3.04,8.18,14.03,32.65,114.72449999999982,0.24,966.45
All,1234,Urban (1-4),driving_time,17,60890,1166,9,274911075,17.382308437772046,17.727343338363983,17.483054777949807,2.88,7.42,11.71,20.54,64.08,0.24,573.2
All,1,Large central metro (1),driving_time,17,22671,68,0,98876565,9.524178906973667,10.100262249603837,7.318658657666381,2.23,5.42,8.19,11.765,24.88,0.24,233.97
All,2,Large fringe metro (2),driving_time,17,16595,368,0,79764236,18.111272069900572,18.3015950903109,13.974483820962694,4.12,9.12,13.82,22.42,55.044499999999985,0.51,216.63
All,3,Medium metro (3),driving_time,17,14971,372,1,66957575,21.450037408149633,21.76493838299849,20.37759474287336,3.86,9.13,15.06,26.81,72.02099999999999,0.38,573.2
All,4,Small metro (4),driving_time,17,6653,358,8,29312699,33.207831452219715,32.67506841940101,26.36137428496353,5.043,14.03,26.59,44.42,101.919,0.41,408.63
All,56,Rural (5-6),driving_time,17,12166,1976,35,46093332,73.069752699695,68.47490877455654,52.51481088351883,15.4325,42.79,61.91,86.905,196.93499999999997,1.23,966.45
All,5,Micropolitan (5),driving_time,17,6654,641,18,27214881,62.71097046413502,61.03552025421065,43.7011275065405,11.108749999999999,36.375,52.44,75.76750000000001,185.1125,1.23,569.03
All,6,Non-core (6),driving_time,17,5512,1335,17,18878451,85.57946678798908,79.20697730553808,59.12961013709626,30.15,54.1,72.09,99.32499999999999,209.18949999999995,2.63,966.45
All,99,All,driving_time,18,73056,3142,44,321004407,27.380004793732535,25.70042247502649,34.59675370622304,3.12,8.39,14.42,33.77,118.36449999999982,0.24,966.5
All,1234,Urban (1-4),driving_time,18,60890,1166,9,274911075,17.90878254299371,18.25120628782487,18.189540431245174,2.95,7.63,12.03,21.14,66.26,0.24,614.61
All,1,Large central metro (1),driving_time,18,22671,68,0,98876565,9.738142119888845,10.325160976314256,7.447146287791317,2.2775,5.56,8.39,12.03,25.29,0.24,241.32
All,2,Large fringe metro (2),driving_time,18,16595,368,0,79764236,18.56995962639349,18.755587345311,14.312802392337474,4.21,9.35,14.18,23.04,56.11,0.51,216.63
All,3,Medium metro (3),driving_time,18,14971,372,1,66957575,22.01384301937208,22.333993737527084,21.370251949116128,3.97,9.41,15.47,27.347500000000004,73.1,0.38,614.61
All,4,Small metro (4),driving_time,18,6653,358,8,29312699,34.88569751693002,34.29471218631687,27.32748271177632,5.24,14.72,28.6,46.62,104.1509999999999,0.41,409.18
All,56,Rural (5-6),driving_time,18,12166,1976,35,46093332,74.91256450416289,70.25660574134845,53.23604806531368,17.0875,43.98,63.45,89.285,202.43500000000003,1.23,966.5
All,5,Micropolitan (5),driving_time,18,6654,641,18,27214881,64.50539029535865,62.83026564310036,44.26530431877693,11.985000000000001,37.667500000000004,54.095,77.6625,187.51625,1.23,569.03
All,6,Non-core (6),driving_time,18,5512,1335,17,18878451,87.48071883530483,80.96985060694516,60.01743546764523,30.521,55.325,73.61,101.64500000000001,215.12249999999983,2.63,966.5
